Old charity number,New charity number,Name
1051237,1170069,SUNFLOWER AFTER SCHOOL CLUB
1036703,1183918,SUNSHINE PRE-SCHOOL GREAT GONERBY
1145992,1171264,Surrey Hills International Music Festival
1144329,1194397,SURREY SEARCH AND RESCUE
1047103,1191837,SURVIVE
1123041,1156639,SUSTAINABLE MERTON
299254,1156995,SWAN LIFELINE
1105624,1168894,SWANSEA CANAL SOCIETY
301965,1184234,SWAY VILLAGE HALL
1032200,1168574,SWINDON CHILDRENS SCRAPSTORE
1096089,1158449,SWINDON DOWN'S SYNDROME GROUP
1128072,1187554,SWINDON NIGHT SHELTER
268048,1175148,SWINDON WOMEN'S AID
1170534,1190960,TAG YOUTH CLUB FOR DISABLED YOUNG PEOPLE
1108294,1185913,TALKING NEWS FEDERATION
1138419,1184964,TALKING NEWS ISLINGTON
1039466,1175784,TARPORLEY DONE ROOM PRE-SCHOOL
1129586,1163180,TARVIN COMMUNITY WOODLAND TRUST LTD
221034,1163429,TATTERSALL'S ALMSHOUSES
1116933,1172429,TEESDALE VILLAGE HALLS CONSORTIUM
1145209,1177154,TEWKESBURY BAPTIST CHURCH
1133545,1184057,THE 5BEL CHARITABLE TRUST
1095882,1157009,THE ABASEEN FOUNDATION U.K.
206809,1177106,THE ACTORS' CHILDREN'S TRUST
1097853,1190930,THE AIM PROJECT
507588,1159263,THE ALEX GROUP
273158,1190082,THE ALEX MOULTON CHARITABLE TRUST
249636,1193977,THE ARMED FORCES' CHRISTIAN UNION (AFCU)
275655,1195899,THE ASSOCIATION OF APPLIED BIOLOGISTS
1072410,1182793,THE ASTON MARTIN HERITAGE TRUST
290909,1195761,THE ATHENAEUM SINGERS
1070117,1159840,THEATRE ROYAL HAYMARKET MASTERCLASS TRUST
1068507,1184296,THE BARKING MUSLIMS ASSOCIATION
1072233,1157033,THE BELAH CENTRE
227211,1175027,THE BERROW COTTAGE HOMES
1013523,1190303,THE BETHLEM ART AND HISTORY COLLECTIONS TRUST
218393,1194569,THE BIRMINGHAM BACH CHOIR
500654,1193786,THE BIRMINGHAM PHILHARMONIC ORCHESTRA
259843,1196292,THE BLACKHEATH SOCIETY
205916,1165878,THE BLUE HOUSE
1135117,1175954,THE BOLEH TRUST
1052621,1192448,THE BRIDGE CHURCH RETFORD
1073759,1178918,THE BRIDGE FOUNDATION
1086445,1158111,THE BRITANNIA ASSOCIATION
326051,1197009,THE BRITISH FOOTWEAR DEVELOPMENT TRUST
206847,1171659,THE BRITISH SOCIETY FOR PARASITOLOGY
274156,1182442,THE BRITISH SPORTING ART TRUST
1080688,1183501,THE BROMLEY CHRISTIAN WORKERS TRUST
1123102,1154468,THE BURBERRY FOUNDATION
295019,1187286,THE BURLINGTON MAGAZINE FOUNDATION
200344,1167753,THE BYFLEET UNITED CHARITY
232114,1194181,THE CABE BENEVOLENT FUND
1086867,1189927,THE CAMBRIAN VILLAGE TRUST LIMITED
277275,1191611,THE CAMELIA BOTNAR FOUNDATION
1146296,1151080,THE CASS FOUNDATION LIMITED
286669,1182637,THE CHILDREN'S CANCER AND LEUKAEMIA GROUP
326853,1150413,THE CHILDWICK TRUST
263596,1193889,THE CHIPSTEAD PLAYERS
1157310,1182006,THE CINQUEFOIL TRUST
1107838,1190577,THE CIRCUS PROJECT
242675,1183301,THE CLEARY FOUNDATION
300379,1189495,THE COMBERTON VILLAGE INSTITUTE
1000555,1188766,THE CORNWALL DIABETIC EDUCATION CENTRE TRUST
700816,1183927,THE COVENHAM ST BARTHOLOMEW HERITAGE TRUST
230679,1172032,THE CRESCENT HOUSE CHARITY
280528,1172732,THE CYCLAMEN SOCIETY
216790,1187905,THE DADS LANE COMMUNITY ASSOCIATION
265594,1189807,THE DEVON HISTORIC CHURCHES TRUST
500000,1156176,THE DISABILITY ADVICE PROJECT
1128178,1175863,THE DOWNRIGHT SPECIAL NETWORK
1013310,1194018,THE EASTER TEAM
234116,1166934,THE EAST LOOE TOWN TRUST
1108199,1186451,THE EGMONT TRUST
1002459,1156066,THE ENGINEERING DEVELOPMENT TRUST
306003,1173338,THE ENGLISH SCHOOLS' FOOTBALL ASSOCIATION
800014,1183802,THE ERMINE STREET GUARD
229665,1197205,THE ERNEST KLEINWORT CHARITABLE TRUST
1088797,1163448,THE EUREKA CHARITABLE TRUST
1054454,1190135,THE EVANGELICAL CHURCH
1062339,1196287,THE FAMILY CENTRE (DEAF CHILDREN)
1182666,702287,THE FARM ANIMAL SANCTUARY
1119492,1153858,THE FLICKA FOUNDATION
288790,1194017,THE FORTRESS STUDY GROUP
209895,1166703,THE FRIENDLY ALMSHOUSES
501362,1195865,THE FRIENDS OF LLANDAFF CATHEDRAL
1051584,1191379,THE FRIENDS OF PORTFIELD SCHOOL
275527,1184000,THE FRIENDS OF THE IPSWICH MUSEUMS
1072092,1173333,THE FRIENDS OF THE MILESTONE SCHOOL
520798,1186080,THE FROSTERLEY VILLAGE HALL AND INSTITUTE
286439,1198812,THE GOVERNMENT COMMUNICATIONS FUND
1137056,1167347,THE GRANGE AREA TRUST
1002545,1183988,THE HALESWORTH AND DISTRICT MUSEUM
1097227,1171368,THE HARBOUR PROJECT FOR SWINDON REFUGEES AND ASYLUM SEEKERS
1037467,1193869,THE HARGREAVES NARROWBOAT TRUST
261798,1161931,THE HARWICH SOCIETY
801800,1190580,THE HELP TIBET TRUST
327296,1174778,THE HENRY WOOD CHAMBER ORCHESTRA
1128167,1177819,THE HIDRADENITIS SUPPURATIVA TRUST
1121006,522861,THE HIGHBALL TRUST (BIRMINGHAM)
265651,1191240,THE HIGHGATE CHORAL SOCIETY
1102630,1186520,THE HOLLOW LANE CLUB
1127213,1172234,THE HONOURABLE COMPANY OF MASTER MARINERS AND HOWARD LEOPOLD DAVIS CHARITY
1141654,1170553,THEHORSECOURSE
200285,1186592,THE HOSPITAL OF WILLIAM PARSON
1011063,1186735,THE HYPERMOBILITY SYNDROMES ASSOCIATION
802769,1186258,THE INASMUCH TRUST
283875,1160312,THE INTERNATIONAL SHAKESPEARE ASSOCIATION
1158794,1183025,THE IPSWICH AND EAST SUFFOLK BEEKEEPERS' ASSOCIATION
1090580,1163459,THE JAGCLIF CHARITABLE TRUST
326880,1192831,THE JANET NASH CHARITABLE SETTLEMENT
284085,1158316,THE JENNER TRUST
248799,1158476,THE JERUSALEM AND THE MIDDLE EAST CHURCH ASSOCIATION
1014034,1172123,THE KAMBIA APPEAL
1116440,1150048,THE KAREN CLIFFORD SKIN CANCER CHARITY
296591,1173016,THE KEW SOCIETY
1102045,1188382,THE KOHIMA EDUCATIONAL TRUST
1017241,1088198,THE LABRADOR RESCUE TRUST
529593,1181127,THE LAURENCE STERNE TRUST
1118987,1181127,THE LAURENCE STERNE TRUST
1141526,1168622,THE LEARNED SOCIETY OF WALES
1046688,1185057,THE LETHERHEAD INSTITUTE
288371,1159154,THE LEVERHULME TRUST
280982,1168169,THE LINDEN LODGE CHARITABLE TRUST
801886,1197273,THE LOWDOWN
226063,1155893,THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM
220826,1192174,THE MATTHEW ROBINSON TRUST
1065621,1185611,THE MESSENGERS
258420,1185583,THE MILLER CENTRE TRUST
1126302,1188554,THE MULLANY FUND
1135554,1159843,THE MUSICAL BRAIN
1104555,1184696,THE NENO MACADAMIA TRUST (MALAWI)
1115926,1177380,THE OAK AND FURROWS WILDLIFE RESCUE CENTRE
1058192,1193428,THE OASIS CRISIS PREGNANCY CENTRE
1068931,1167834,THE OLD GRAMMAR SCHOOL CHARITY FAVERSHAM
505538,1132807,THE OLD QUARRY ADVENTURE PLAYGROUND LTD
1116239,1186017,THE OLIVE BRANCH (FAITH IN ACTION)
313050,1194375,THE OLIVE MATTHEWS COLLECTION
259334,1164358,THE ORMISTON TRUST
276492,1171431,THE OVERTON COMMUNITY ASSOCIATION
1131745,1187588,THE PENTECOSTAL CITY MISSION CHURCH (WILLESDEN)
1111722,1160177,THE PHOENIX YOUTH PROJECT
1139878,1191052,THE PIXEL FUND
801095,1165433,THE PLANTATION GARDEN PRESERVATION TRUST
1072631,1194604,THE POLEHAMPTON CHARITY
1085662,1160970,THE POLYCYSTIC KIDNEY DISEASE CHARITY
1159852,1181473,THE PROVIDENCE HOUSE TRUST
516227,1182054,THE RACHEL KAY-SHUTTLEWORTH TEXTILE COLLECTIONS
296307,1182221,THE READING GUILD OF ARTISTS
1026573,215517,The Regent Fund
272051,1184091,THE RIFLES WARDROBE AND MUSEUM TRUST
518547,1188669,THE R J WESTON DUFFIELD CHARITY
209220,1194270,THE ROBERT THOMPSON CHARITIES AT SALTWOOD KENT
274875,1167144,THE ROSE FOUNDATION
1040846,1177058,THE ROTARY CLUB OF ROMSEY TRUST FUND
1113778,1169651,THE ROTARY CLUBS OF ST ALBANS CHARITY CYCLE RIDE
1075015,1160182,THE ROYAL NAVY AND ROYAL MARINES CHILDREN'S FUND
200002,1193337,THE ROYAL OPERA HOUSE BENEVOLENT FUND
1121303,312060,THE ROYAL SCHOOL HASLEMERE
1155829,1182028,THE SCHOOL CLUB ZAMBIA UK
1079151,1188686,THE SEGELMAN TRUST
1065044,1182155,THE SHANLY FOUNDATION
1130121,1190275,THE SHELFORD FEAST
1046769,1194828,THE SIGRID RAUSING TRUST
313669,1174487,THE SINO-BRITISH FELLOWSHIP TRUST
509659,1185861,THE SNAPE WOOD COMMUNITY ASSOCIATION
504766,1182569,THE SOCIETY FOR LINCOLNSHIRE HISTORY AND ARCHAEOLOGY
230888,1188638,THE SOCIETY OF ANTIQUARIES OF NEWCASTLE UPON TYNE
282160,1151393,THE SOCIETY OF JEWELLERY HISTORIANS
276345,1183256,THE SOCIETY OF THE DIVINE WORD
523006,1168918,THE SOLIHULL MANOR HOUSE CHARITY
265555,1112083,THE SPRINGHEAD TRUST LIMITED
257007,1200488,THE STEVENAGE LYTTON PLAYERS
273652,1185544,THE SUNNINGWELL SCHOOL OF ART
1067197,1146244,THE SUTTON TRUST
263680,1200952,THE SWEDISH BENEVOLENT TRUST
326789,1113712,THE TRANSLATION TRUST
1102469,1150790,THE TREES COMMUNITY ASSOCIATION LIMITED
214833,1188997,THE UNITED CHARITIES OF ABEL COLLIN
1147344,1198601,THE UNITE FOUNDATION
517439,1186289,THE VALE COMMUNITY ASSOCIATION
1143344,1177012,THE WATERYARD GROUP
517100,1185086,THE WEARDALE MUSEUM
1026031,1157324,THE WENDOVER PRE-SCHOOL
265550,1116371,THE WESTMINSTER ABBEY TRUST
265491,1186957,THE WILLIAM LEECH CHARITY
1111182,1167078,The Wilson Centre (Long Newton)
1116037,1160321,THE WINNIE MABASO FOUNDATION
1064883,1187095,THE WOLFETON RIDING HOUSE TRUST
206495,1156077,THE WOLFSON FOUNDATION
1000562,1182241,THE WORSHIPFUL COMPANY OF FIREFIGHTERS CHARITABLE TRUST
222079,1198790,THE WORSHIPFUL COMPANY OF GARDENERS OF LONDON CHARITY
1041050,1166695,THORGANBY FOUNDATION
1026040,1158322,THORLEY PRE-SCHOOL
1154029,1196643,THREE SISTERS FOUNDATION UK
1071500,1168563,THRIVE CARDIFF
1193767,1023412,THRUMPTON KIDS CLUBS
1133820,1200395,TILSTON SCHOOL ASSOCIATION
255028,1162716,TIPTON COMMUNITY ASSOCIATION LIMITED
700973,1162826,TORPENHOW VILLAGE HALL COMMITTEE
803547,1155337,TOWCESTER AREA DOOR TO DOOR
1081254,1193324,TOWNSEND COMMUNITY ASSOCIATION
1019872,1182034,TREUDDYN UNDER 5'S
1158196,1171047,TRINITY BAPTIST CHURCH TENTERDEN
509633,1163326,TRINITY SCHOOL TRUST
1120200,1168559,TRINITY YOUTH AND CHILDREN'S PROJECT
1130355,1193801,TUNBRIDGE WELLS YOUTH FOR CHRIST
521516,1188280,TUR LANGTON VILLAGE HALL
1150947,1167412,TURNING POINT ACADEMY
203751,1192370,TURPIN'S CHARITY
803118,1186533,TUSK TRUST LIMITED
1030414,1186248,TWO MILE ASH PRE-SCHOOL
503433,1152853,TY CERDD - MUSIC CENTRE WALES
1118078,1172518,UK FRIENDS OF ARSP (ACTION RECONCILIATION SERVICE FOR PEACE)
1142839,1173492,UNION OF BRUNEL STUDENTS
1120776,1171441,UNITED COUNTIES RDA TRAINING GROUP
313714,1190848,UNITED KINGDOM LITERACY ASSOCIATION
1129537,1187721,UNITED WORLD SCHOOLS
1144960,1183000,UNIVERSITY OF CHICHESTER STUDENTS' UNION
1147707,1169283,UNIVERSITY OF DERBY STUDENTS' UNION
1150963,1173994,UNIVERSITY OF EAST LONDON STUDENTS' UNION
1137401,1197170,UNIVERSITY OF HUDDERSFIELD STUDENTS' UNION
1138093,1189354,UNIVERSITY OF SALFORD STUDENTS' UNION
1025516,1180200,UPPER COLWYN BAY PLAYGROUP
504211,1156656,UPPER WHARFEDALE MUSEUM SOCIETY
1067544,1184131,UPTON VILLAGE PRE-SCHOOL
1041515,1150615,VALLEY COMMUNITY THEATRE
900526,1195396,VALLEY PARK COMMUNITY ASSOCIATION
1109408,1177363,VIABLES COMMUNITY ASSOCIATION
1055303,1141558,VICTORY GOSPEL CHURCH
301134,1162747,VILLAGE HALL
293970,1160209,VIRGINIA WATER COMMUNITY PRE-SCHOOL
1039159,1160914,VOLUNTARY AND COMMUNITY ACTION EAST CAMBRIDGESHIRE
1136804,1182615,VOLUNTEERING IN HEALTH
1100032,1173018,WALBERSWICK VILLAGE HALL
522316,1174257,WALKERINGHAM VILLAGE HALL AND PLAYING FIELD
1133558,1153497,WALKING WITH THE WOUNDED
1038627,1193831,WALTHAM CHASE PRE-SCHOOL
522156,1186794,WARK RECREATIONAL CHARITY
1138906,1187042,WARLEY BAPTIST CHURCH
1115207,1158888,WARRINGTON SPEAK UP
301972,1171803,WARSASH READING ROOM AND VICTORY HALL
1150936,1184482,WATFORD FOODBANK AND COMMUNITY RELIEF TRUST
1000934,1181932,WEARSIDE WOMEN IN NEED
1167267,267157,WEAVERS ADVENTURE PLAYGROUND ASSOCIATION
1148646,1182574,"WELCOME HALL EVANGELICAL CHURCH, CATSHILL"
1188279,1190040,WELLBEING ECONOMY ALLIANCE
1001760,1169910,WELSH BORDER COMMUNITY TRANSPORT
1144289,1156463,WEMBDON VILLAGE HALL AND PLAYING FIELDS TRUST
1134621,1168834,WESTBOURNE GROVE CHURCH
1131519,1143988,WESTBOURNE PARK BAPTIST CHURCH
306710,1167545,WEST BUCKLAND SCHOOL
285790,1185622,WESTCOTT VILLAGE ASSOCIATION
1094125,1153736,WEST END IMPACT
212065,1192970,WESTERHAM ALMSHOUSE CHARITY
226075,1187462,WEST HADDON CHARITIES
269193,1152782,WESTMILL COMMUNITY ASSOCIATION
1076531,1194411,WESTMINSTER HOUSE YOUTH CLUB
504007,1163694,WEST MOOR RESIDENTS ASSOCIATION
304353,1171599,WEST OXFORD COMMUNITY ASSOCIATION
262229,1189157,WEST SUSSEX TRAVEL SOCIETY CHARITY
1081016,1191394,WESTVIEW COMMUNITY ASSOCIATION
1105244,1163698,WETHERBY IN SUPPORT OF THE ELDERLY
223685,1161008,WHARFEDALE AGRICULTURAL SOCIETY
1111707,1197124,WHITBY HISTORIC LIFEBOAT TRUST
1165589,1185213,WHITBY WILDLIFE SANCTUARY
1123865,1200183,WHITTINGHAM AND GOOSNARGH SPORTS AND COMMUNITY ASSOCIATION
900140,1183814,WILDERN OPPORTUNITY GROUP
226076,1187392,WILLIAM LOVETT'S ALMSHOUSE CHARITY
1037677,1185304,WILLOWS COUNSELLING SERVICE
224967,1184260,WILSON MEMORIAL HOMES
1126993,1150754,WINCHESTER ACTION ON CLIMATE CHANGE LTD
1093429,1195260,WINCHESTER YOUTH COUNSELLING
1054504,1188439,WINDMILL HILL WINDMILL TRUST
286849,1162058,WINFRITH NEWBURGH VILLAGE HALL
1126052,1172013,WINSLOW CHRISTIAN FELLOWSHIP
1113317,1194697,WIVELISCOMBE TOWN HALL TRUST
523039,1199803,WOLVEY PLAYING FIELDS TRUST
523038,1193439,WOLVEY VILLAGE HALL FOUNDATION
1121174,1165320,WOMEN FOR REFUGEE WOMEN
1150671,1182073,WONDERFULLY MADE WOMAN
1121808,1170001,WOODBOROUGH COMMUNITY ASSOCIATION
282254,1155239,WOODBURY VILLAGE HALL
1106118,1171494,WOODFORD COMMUNITY CENTRE
1132700,1194046,WOODGREEN EVANGELICAL CHURCH
207930,1198220,WOODHAM WALTER VILLAGE HALL
1049315,1183063,WOODLAND IMPS PLAYGROUP
1108626,1190858,WOODLANDS ANIMAL SANCTUARY
1136284,1195315,WOODSTOCK ROAD BAPTIST CHURCH
1101879,1168637,WOOLMER FOREST HERITAGE SOCIETY
304959,274791,WOOLPIT RECREATION GROUND
508730,1186651,WORCESTER MUSICAL THEATRE COMPANY
1142556,1194117,WORLD APPEAL
306125,1159255,WORLD ASSOCIATION OF GIRL GUIDES AND GIRL SCOUTS
233572,1093913,WORTH ABBEY
1129458,301445,WRITTLE COMMUNITY ASSOCIATION
326999,1187265,W WING YIP AND BROTHERS FOUNDATION
1099212,1167590,WYCHAVON FESTIVAL OF BRASS
1054725,1171222,WYCOMBE RENT DEPOSIT GUARANTEE SCHEME
292176,1185104,WYE UNDER FIVES
303087,1191701,YIEWSLEY AND WEST DRAYTON COMMUNITY ASSOCIATION
1112447,1186934,YORK CHRISTIAN YOUTH HOLIDAYS
1058218,1160138,YORKSHIRE CAT RESCUE
1064021,1162722,YOUTH RESOURCE SERVICES (THE RENDEZVOUS SHERBORNE) LTD
1055977,1195317,YSGOL FEITHRIN PONTYPWL
210169,1184957,Joseph Rowntree Foundation
298582,1197546,Rosetrees
236060,1197452,The Eaton Fund
227994,1103567,The Association of British Members of the Sovereign Military Hospitaller Order of St. John of Jerusalem of Rhodes and of Malta
1199706,1146748,South Yorkshire Refugee Law and Justice
1092328,1196448,Lincolnshire Community Fund
254426,1085026,Voluntary Action Lewisham
1114742,1197827,Voluntary Sector Studies Network
1150784,802643,Coutts Charitable Foundation
1191647,228966,Devon Birds
1189918,1078489,Islamic Aid
1193984,1089625,Vodafone Foundation
1117634,512583,Doncaster Alcohol Services
1078667,296781,Belvedere Trust
271180,1158914,Millfield House Foundation
1076886,1176221,Jack Petchey Foundation
1211455,1118146,The Parent House Trust
1211455,1051440,The Parent House Trust
247941,1202779,Wates Foundation
1009787,1186659,Advocacy in Greenwich
1124885,1191803,Afro Innovation Group
1098544,1159888,Asylum Support and Immigration Resource Team
1126716,1190508,Azalea (Luton)
1055993,1174410,Barnabus
1109505,1202174,Care Link West Midlands
1140583,1180105,Carriers of Hope Coventry
1082860,1172199,Conwy Connect for Learning Disabilities
1152854,1181825,DASH - Destitute Asylum Seekers Huddersfield
1165920,1181064,Diyya Project
1067127,1176552,Doorway
1073829,1162962,Hamara Healthy Living Centre
1070382,1185352,Hull Lighthouse Project
1141194,1186618,International Community Organisation of Sunderland
1077224,1196865,Kanlungan Filipino Consortium
1041195,1177626,Magdalene Group
1109990,1196560,Manchester Refugee Support Network
1012642,1185281,Mothers for Mothers
1159470,1203647,Pandora Project
1153055,1153055,Queen's Hall Action on Poverty
1013841,1176768,Refugee Action Kingston
1135727,1171683,Refugee Women of Bristol
1194592,240354,Scarborough & District Mencap
1143021,1194207,SOS Rape Crisis
1191650,231434,Springfield Domestic Abuse Support in South Lakeland
1048991,1171432,STAMP Revisited
1090717,1196126,Sunderland Headlight
1111265,1192766,Sunrise Multicultural Project
1184072,226732,Swansea Mind
1175148,268048,Swindon Women's Aid
1097227,1171368,The Harbour Project for Swindon Refugees and Asylum Seekers
1080634,1175541,The Living Room
1141654,1170553,TheHorseCourse
1166123,1202661,Walking With in North Tyneside
1209050,13086240,Women and Digital Inclusion CIC (WODIN)
1150671,1182073,Wonderfully Made Woman
1143995,700230,Young Women's Housing Project - Sheffield
1095915,1193666,The Vine Centre
1153057,1176524,Friends of the Drop-in for Asylum Seekers and Refugees
1106699,1198414,High Level (Northern) Trust
297481,1211980,MYTIME Young Carers
900226,1187326,Dartmouth Caring
1093566,1198034,Gateway into the Community
1133564,1201913,Chester Sexual Abuse Support Service
1117775,1191566,Wyre Forest and South Worcestershire Nightstop and Mediation Service
1072475,1182346,North Tyneside Disability Forum Ltd
1138445,1205109,Warm Hut UK
1181614,1202010,Angels of Hope for Women
1146856,1199028,Project Hope Leeds
1088725,1172841,Bethel Community Church (Newport)
1132820,1167625,Methodist Asylum Project Middlesbrough
500198,1178557,Contact Hostel
1062365,1187765,West Cumbria Domestic Violence Support
1179562,1204302,Share Knowsley
1037310,1174692,Xtrax (Hastings and Rother)
1154810,1202650,People Arise Now
253481,1207661,John Moores Foundation
227523,1167663,Dogs Trust
244700,1007820,Church Pastoral Aid Society
