org_id_a,org_id_b,name
GB-EDU-115337,GB-COH-07633375,THE KING EDMUND SCHOOL
GB-EDU-115342,GB-COH-07540256,DAVENANT FOUNDATION SCHOOL
GB-EDU-115343,GB-COH-07552735,WILLIAM DE FERRERS SCHOOL
GB-EDU-115345,GB-COH-07696117,CHELMER VALLEY HIGH SCHOOL
GB-EDU-115359,GB-COH-07769103,COLCHESTER ROYAL GRAMMAR SCHOOL
GB-EDU-115377,GB-COH-08212425,BRENTWOOD URSULINE CONVENT HIGH SCHOOL
GB-EDU-115383,GB-COH-07898905,SHENFIELD HIGH SCHOOL
GB-EDU-115392,GB-COH-05846105,CHIGWELL SCHOOL
GB-EDU-115396,GB-COH-00898640,GOSFIELD SCHOOL LIMITED
GB-EDU-115413,GB-COH-01141073,LITTLEGARTH SCHOOL LIMITED
GB-EDU-115415,GB-COH-02071112,ST PHILOMENA'S SCHOOL LIMITED
GB-EDU-115436,GB-COH-08165830,THE CHRISTIAN SCHOOL (TAKELEY)
GB-EDU-115517,GB-COH-08322915,FOREST VIEW PRIMARY SCHOOL
GB-EDU-115524,GB-COH-07649769,GOTHERINGTON PRIMARY SCHOOL
GB-EDU-115558,GB-COH-07836684,GRETTON PRIMARY SCHOOL
GB-EDU-115579,GB-COH-07698978,CHURCHDOWN VILLAGE INFANT SCHOOL
GB-EDU-115599,GB-COH-07728265,FIELD COURT JUNIOR SCHOOL
GB-EDU-115717,GB-COH-07331954,SIR THOMAS RICH'S SCHOOL
GB-EDU-115722,GB-COH-07633215,CLEEVE SCHOOL
GB-EDU-115726,GB-COH-07705465,SEVERN VALE SCHOOL
GB-EDU-115727,GB-COH-07698037,THOMAS KEBLE SCHOOL
GB-EDU-115728,GB-COH-07707979,FARMOR'S SCHOOL
GB-EDU-115736,GB-COH-07691867,CHARLTON KINGS JUNIOR SCHOOL
GB-EDU-115746,GB-COH-08322813,SEVERNBANKS PRIMARY SCHOOL
GB-EDU-115753,GB-COH-07657741,STROUD HIGH SCHOOL
GB-EDU-115754,GB-COH-07369704,PATE'S GRAMMAR SCHOOL
GB-EDU-115755,GB-COH-07489196,THE CRYPT SCHOOL
GB-EDU-115756,GB-COH-07840060,TEWKESBURY SCHOOL
GB-EDU-115757,GB-COH-07696921,KATHARINE LADY BERKELEY'S SCHOOL
GB-EDU-115760,GB-COH-07773693,CHURCHDOWN SCHOOL
GB-EDU-115762,GB-COH-08153177,NEWENT COMMUNITY SCHOOL AND SIXTH FORM CENTRE
GB-EDU-115763,GB-COH-07550474,CHOSEN HILL SCHOOL
GB-EDU-115765,GB-COH-07680770,CHIPPING CAMPDEN SCHOOL
GB-EDU-115768,GB-COH-07606409,WINCHCOMBE SCHOOL
GB-EDU-115769,GB-COH-07524244,CHELTENHAM BOURNSIDE SCHOOL AND SIXTH FORM CENTRE
GB-EDU-115770,GB-COH-07686390,CIRENCESTER KINGSHILL SCHOOL
GB-EDU-115780,GB-COH-03834841,"THE KING'S SCHOOL, GLOUCESTER"
GB-EDU-115787,GB-COH-05891198,RENDCOMB COLLEGE
GB-EDU-115805,GB-COH-02598202,HOPELANDS PREPARATORY SCHOOL
GB-EDU-116098,GB-COH-08291623,LUDLOW JUNIOR SCHOOL
GB-EDU-116274,GB-COH-07803789,BRANSGORE CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-116404,GB-COH-08036151,EGGAR'S SCHOOL
GB-EDU-116415,GB-COH-07693860,NOADSWOOD SCHOOL
GB-EDU-116416,GB-COH-07695684,PRIESTLANDS SCHOOL
GB-EDU-116434,GB-COH-07687770,HOUNSDOWN SCHOOL
GB-EDU-116477,GB-COH-07875747,ROBERT MAY'S SCHOOL
GB-EDU-116496,GB-COH-07552519,RINGWOOD SCHOOL
GB-EDU-116508,GB-COH-07751232,CAMS HILL SCHOOL
GB-EDU-116509,GB-COH-08135868,ST ANNE'S CATHOLIC SCHOOL
GB-EDU-116521,GB-COH-07724623,LORD WANDSWORTH COLLEGE
GB-EDU-116524,GB-COH-00733644,BALLARD SCHOOL LIMITED
GB-EDU-116527,GB-COH-00276785,BEDALES SCHOOL
GB-EDU-116536,GB-COH-00558147,TWYFORD SCHOOL
GB-EDU-116553,GB-COH-00966437,YATELEY MANOR SCHOOL LIMITED
GB-EDU-116567,GB-COH-12792114,CHARLTON HOUSE SCHOOL LIMITED
GB-EDU-116579,GB-COH-10813349,CHURCHER'S COLLEGE
GB-EDU-116583,GB-COH-03401010,THE PORTSMOUTH GRAMMAR SCHOOL
GB-EDU-116944,GB-COH-08936256,FAIRFIELD HIGH SCHOOL
GB-EDU-116978,GB-COH-07634426,CHRISTOPHER WHITEHEAD LANGUAGE COLLEGE
GB-EDU-116979,GB-COH-07694547,NUNNERY WOOD HIGH SCHOOL
GB-EDU-117002,GB-COH-06292085,"THE DOWNS, MALVERN COLLEGE PREP SCHOOL"
GB-EDU-117012,GB-COH-04808121,BROMSGROVE SCHOOL
GB-EDU-117018,GB-COH-00232081,MALVERN ST JAMES LIMITED
GB-EDU-117036,GB-COH-02081261,HEREFORD CATHEDRAL SCHOOL
GB-EDU-117355,GB-COH-07917745,APPLECROFT SCHOOL
GB-EDU-117501,GB-COH-08572898,RICHARD HALE SCHOOL
GB-EDU-117502,GB-COH-08286295,HITCHIN BOYS' SCHOOL
GB-EDU-117503,GB-COH-07697117,HITCHIN GIRLS' SCHOOL
GB-EDU-117507,GB-COH-07900439,STANBOROUGH SCHOOL
GB-EDU-117509,GB-COH-07552786,THE KNIGHTS TEMPLAR SCHOOL
GB-EDU-117514,GB-COH-08104190,BEAUMONT SCHOOL
GB-EDU-117523,GB-COH-07695624,LONGDEAN SCHOOL
GB-EDU-117526,GB-COH-08271760,KINGS LANGLEY SCHOOL
GB-EDU-117527,GB-COH-07831507,BISHOP'S HATFIELD GIRLS' SCHOOL
GB-EDU-117535,GB-COH-08124615,THE SELE SCHOOL
GB-EDU-117536,GB-COH-08171632,MONK'S WALK SCHOOL
GB-EDU-117540,GB-COH-07686458,FREMAN COLLEGE
GB-EDU-117549,GB-COH-07791971,BIRCHWOOD HIGH SCHOOL
GB-EDU-117572,GB-COH-07563361,RICKMANSWORTH SCHOOL
GB-EDU-117573,GB-COH-07348288,WATFORD GRAMMAR SCHOOL FOR BOYS
GB-EDU-117575,GB-COH-07348254,WATFORD GRAMMAR SCHOOL FOR GIRLS
GB-EDU-117576,GB-COH-07662765,PARMITER'S SCHOOL
GB-EDU-117579,GB-COH-07559285,DAME ALICE OWEN'S SCHOOL
GB-EDU-117583,GB-COH-07695796,MOUNT GRACE SCHOOL
GB-EDU-117600,GB-COH-08194506,ABBOT'S HILL SCHOOL
GB-EDU-117602,GB-COH-01847134,THE ALDENHAM FOUNDATION
GB-EDU-117616,GB-COH-03411540,MERCHANT TAYLORS' SCHOOL
GB-EDU-117620,GB-COH-00820476,BEECHWOOD PARK SCHOOL LIMITED
GB-EDU-117633,GB-COH-10233436,ST EDMUND'S COLLEGE
GB-EDU-117643,GB-COH-04374254,LOCHINVER HOUSE SCHOOL
GB-EDU-117644,GB-COH-00726450,STORMONT SCHOOL
GB-EDU-117647,GB-COH-04400125,ST ALBANS SCHOOL
GB-EDU-117658,GB-COH-02829156,MANOR LODGE SCHOOL
GB-EDU-117666,GB-COH-08130253,KNIGHTSFIELD SCHOOL
GB-EDU-118116,GB-COH-07688240,BEVERLEY GRAMMAR SCHOOL
GB-EDU-118339,GB-COH-07847021,GRAVENEY PRIMARY SCHOOL
GB-EDU-118342,GB-COH-07974434,LUDDENHAM SCHOOL
GB-EDU-118349,GB-COH-07725629,SHELDWICH PRIMARY SCHOOL
GB-EDU-118441,GB-COH-07803743,JOYDENS WOOD JUNIOR SCHOOL
GB-EDU-118474,GB-COH-07804043,JOYDENS WOOD INFANT SCHOOL
GB-EDU-118742,GB-COH-08351355,ST EANSWYTHE'S CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-118787,GB-COH-07900248,"MAYFIELD GRAMMAR SCHOOL, GRAVESEND"
GB-EDU-118830,GB-COH-07715043,BROCKHILL PARK PERFORMING ARTS COLLEGE
GB-EDU-118838,GB-COH-07992899,THE NORTON KNATCHBULL SCHOOL
GB-EDU-118865,GB-COH-07800252,WILMINGTON PRIMARY SCHOOL
GB-EDU-118873,GB-COH-07898331,THE MAPLESDEN NOAKES SCHOOL
GB-EDU-118878,GB-COH-07406122,DARTFORD GRAMMAR SCHOOL
GB-EDU-118894,GB-COH-07584611,OAKWOOD PARK GRAMMAR SCHOOL
GB-EDU-118900,GB-COH-07539918,SIR ROGER MANWOOD'S SCHOOL
GB-EDU-118915,GB-COH-07455728,TONBRIDGE GRAMMAR SCHOOL
GB-EDU-118920,GB-COH-07498923,HERNE BAY HIGH SCHOOL
GB-EDU-118935,GB-COH-07401373,SANDWICH TECHNOLOGY SCHOOL
GB-EDU-118939,GB-COH-11352204,BENENDEN SCHOOL
GB-EDU-118941,GB-COH-01490100,NORTHBOURNE PARK SCHOOL LIMITED
GB-EDU-118948,GB-COH-03791543,"KING'S SCHOOL, ROCHESTER"
GB-EDU-118950,GB-COH-01468693,HOLMEWOOD HOUSE SCHOOL
GB-EDU-118952,GB-COH-04908949,SEVENOAKS SCHOOL
GB-EDU-118953,GB-COH-03777308,SEVENOAKS PREPARATORY SCHOOL LIMITED
GB-EDU-118959,GB-COH-04787097,TONBRIDGE SCHOOL
GB-EDU-118965,GB-COH-02478341,STEEPHILL SCHOOL
GB-EDU-118978,GB-COH-00624273,BETHANY SCHOOL
GB-EDU-118990,GB-COH-10815140,DULWICH PREP CRANBROOK
GB-EDU-118992,GB-COH-04864342,SPRING GROVE SCHOOL 2003
GB-EDU-119002,GB-COH-03245514,WALTHAMSTOW HALL
GB-EDU-119016,GB-COH-02924705,FOSSE BANK SCHOOL
GB-EDU-119764,GB-COH-08151601,PARKLANDS HIGH SCHOOL
GB-EDU-119791,GB-COH-07728029,ACCRINGTON ST CHRISTOPHER'S CHURCH OF ENGLAND HIGH SCHOOL
GB-EDU-119809,GB-COH-08205021,BACUP AND RAWTENSTALL GRAMMAR SCHOOL
GB-EDU-119810,GB-COH-07469330,LANCASTER ROYAL GRAMMAR SCHOOL
GB-EDU-119811,GB-COH-07441463,LANCASTER GIRLS' GRAMMAR SCHOOL
GB-EDU-119812,GB-COH-07461173,CLITHEROE ROYAL GRAMMAR SCHOOL
GB-EDU-119826,GB-COH-00926692,WESTHOLME SCHOOL LIMITED
GB-EDU-119835,GB-COH-06195985,KIRKHAM GRAMMAR SCHOOL
GB-EDU-119904,GB-COH-08385139,ASFORDBY HILL PRIMARY SCHOOL
GB-EDU-119933,GB-COH-08702056,KIRBY MUXLOE PRIMARY SCHOOL
GB-EDU-119935,GB-COH-08219443,RENDELL PRIMARY SCHOOL
GB-EDU-119938,GB-COH-08423592,STANTON UNDER BARDON COMMUNITY PRIMARY SCHOOL
GB-EDU-119994,GB-COH-08240864,MOUNTFIELDS LODGE SCHOOL
GB-EDU-120059,GB-COH-08150822,HOLYWELL PRIMARY SCHOOL
GB-EDU-120099,GB-COH-08197353,LADY JANE GREY PRIMARY SCHOOL
GB-EDU-120150,GB-COH-08564471,OLD DALBY CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-120152,GB-COH-08235194,QUENIBOROUGH CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-120164,GB-COH-08248063,THRUSSINGTON CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-120165,GB-COH-08242856,CHURCH HILL CHURCH OF ENGLAND JUNIOR SCHOOL
GB-EDU-120197,GB-COH-08233527,ST MICHAEL & ALL ANGELS CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-120233,GB-COH-09023805,LOUGHBOROUGH CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-120242,GB-COH-08135574,IBSTOCK COMMUNITY COLLEGE
GB-EDU-120247,GB-COH-08423539,SOUTH CHARNWOOD HIGH SCHOOL
GB-EDU-120250,GB-COH-08617343,HASTINGS HIGH SCHOOL
GB-EDU-120310,GB-COH-07937317,SOUTH WIGSTON HIGH SCHOOL
GB-EDU-120312,GB-COH-07556159,UPPINGHAM COMMUNITY COLLEGE
GB-EDU-120316,GB-COH-05900743,RATCLIFFE COLLEGE
GB-EDU-120318,GB-COH-05900619,GRACE DIEU MANOR SCHOOL
GB-EDU-120322,GB-COH-06924216,OAKHAM SCHOOL
GB-EDU-120334,GB-COH-01521751,LEICESTER GRAMMAR SCHOOL TRUST
GB-EDU-120354,GB-COH-07931627,FOREST WAY SCHOOL
GB-EDU-120428,GB-COH-08305764,BRACEBRIDGE INFANT AND NURSERY SCHOOL LTD
GB-EDU-120640,GB-COH-08314283,BOSTON HIGH SCHOOL
GB-EDU-120661,GB-COH-07850292,BOURNE GRAMMAR SCHOOL
GB-EDU-120662,GB-COH-08149761,THE THOMAS COWLEY HIGH SCHOOL LTD
GB-EDU-120665,GB-COH-08357352,SPALDING GRAMMAR SCHOOL
GB-EDU-120669,GB-COH-08099606,RAUCEBY CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-120672,GB-COH-07838151,THE MALCOLM SARGENT PRIMARY SCHOOL
GB-EDU-120702,GB-COH-07330058,CAISTOR GRAMMAR SCHOOL
GB-EDU-120704,GB-COH-07732027,LINCOLN CHRIST'S HOSPITAL SCHOOL
GB-EDU-120731,GB-COH-00612443,AYSCOUGHFEE HALL SCHOOL LIMITED
GB-EDU-121181,GB-COH-08204680,TAVERHAM HIGH SCHOOL
GB-EDU-121184,GB-COH-07692440,DISS HIGH SCHOOL
GB-EDU-121222,GB-COH-05196298,GRESHAM'S SCHOOL
GB-EDU-121239,GB-COH-01162325,NOTRE DAME PREPARATORY SCHOOL (NORWICH) LIMITED
GB-EDU-121242,GB-COH-02940688,NORWICH SCHOOL
GB-EDU-121681,GB-COH-07800380,MALTON SCHOOL
GB-EDU-121696,GB-COH-07664288,ROSSETT SCHOOL
GB-EDU-121722,GB-COH-01686068,BOOTHAM SCHOOL
GB-EDU-121740,GB-COH-05447105,GIGGLESWICK SCHOOL
GB-EDU-121741,GB-COH-00197987,HARROGATE LADIES' COLLEGE LIMITED
GB-EDU-121759,GB-COH-01591107,YORK STEINER SCHOOL LIMITED
GB-EDU-121765,GB-COH-06223076,BRECKENBROUGH SCHOOL LIMITED
GB-EDU-121907,GB-COH-08252316,SOUTHFIELD PRIMARY SCHOOL
GB-EDU-122053,GB-COH-07982740,HUXLOW SCIENCE COLLEGE
GB-EDU-122055,GB-COH-07807158,MOULTON SCHOOL AND SCIENCE COLLEGE
GB-EDU-122083,GB-COH-08591532,NORTHAMPTON SCHOOL FOR GIRLS
GB-EDU-122095,GB-COH-07698789,BISHOP STOPFORD SCHOOL
GB-EDU-122117,GB-COH-07333885,NORTHAMPTON SCHOOL FOR BOYS
GB-EDU-122131,GB-COH-04931009,WELLINGBOROUGH SCHOOL
GB-EDU-122161,GB-COH-07734360,NORTHGATE SCHOOL ARTS COLLEGE
GB-EDU-122357,GB-COH-07730940,CRAMLINGTON LEARNING VILLAGE
GB-EDU-122376,GB-COH-01675232,LONGRIDGE TOWERS SCHOOL
GB-EDU-122390,GB-COH-04461194,NUNNYKIRK CENTRE FOR DYSLEXIA
GB-EDU-122912,GB-COH-10784165,HOLLYGIRT SCHOOL
GB-EDU-122915,GB-COH-04521284,NOTTINGHAM HIGH SCHOOL
GB-EDU-123240,GB-COH-07954417,GILLOTTS SCHOOL
GB-EDU-123274,GB-COH-02995266,TUDOR HALL SCHOOL
GB-EDU-123276,GB-COH-00569365,RUPERT HOUSE SCHOOL
GB-EDU-123278,GB-COH-03487651,SIBFORD SCHOOL
GB-EDU-123301,GB-COH-00339394,PINEWOOD SCHOOL LIMITED
GB-EDU-123303,GB-COH-01510524,CRANFORD HOUSE SCHOOL TRUST LIMITED
GB-EDU-123312,GB-COH-03625063,ABINGDON SCHOOL
GB-EDU-123387,GB-COH-08239113,WOODSIDE PRIMARY SCHOOL
GB-EDU-123568,GB-COH-08976748,IDSALL SCHOOL
GB-EDU-123586,GB-COH-08296889,BRIDGNORTH ENDOWED SCHOOL
GB-EDU-123613,GB-COH-03931222,OSWESTRY SCHOOL
GB-EDU-123647,GB-COH-08441991,HORRINGTON PRIMARY SCHOOL
GB-EDU-123665,GB-COH-07700773,TATWORTH PRIMARY SCHOOL
GB-EDU-123787,GB-COH-07736180,ENMORE CHURCH OF ENGLAND PRIMARY SCHOOL
GB-EDU-123877,GB-COH-07630180,THE WEST SOMERSET COMMUNITY COLLEGE
GB-EDU-123892,GB-COH-07706776,THE BLUE SCHOOL
GB-EDU-123902,GB-COH-07698729,SEXEY'S SCHOOL
GB-EDU-123904,GB-COH-04094352,BRUTON SCHOOL FOR GIRLS
GB-EDU-123910,GB-COH-11751009,DOWNSIDE SCHOOL
GB-EDU-124466,GB-COH-07727974,CANNOCK CHASE HIGH SCHOOL
GB-EDU-124474,GB-COH-07302696,LICHFIELD CATHEDRAL SCHOOL
GB-EDU-124487,GB-COH-06611453,NEWCASTLE-UNDER-LYME SCHOOL
GB-EDU-124813,GB-COH-07605059,THOMAS MILLS HIGH SCHOOL
GB-EDU-124876,GB-COH-00698102,SOUTH LEE SCHOOL LIMITED
GB-EDU-124883,GB-COH-03142500,ST JOSEPH'S COLLEGE LIMITED
GB-EDU-124992,GB-COH-07443184,SHALFORD INFANT SCHOOL LTD
GB-EDU-125267,GB-COH-07545019,SUNBURY MANOR SCHOOL
GB-EDU-125280,GB-COH-08144566,THE BISHOP WAND CHURCH OF ENGLAND SCHOOL
GB-EDU-125301,GB-COH-07657277,COLLINGWOOD COLLEGE
GB-EDU-125310,GB-COH-07686145,THAMESMEAD SCHOOL
GB-EDU-125323,GB-COH-03595824,CRANLEIGH SCHOOL
GB-EDU-125328,GB-COH-03303687,BISHOPSGATE SCHOOL LIMITED
GB-EDU-125332,GB-COH-04009200,EPSOM COLLEGE
GB-EDU-125336,GB-COH-03424289,DUKE OF KENT SCHOOL
GB-EDU-125369,GB-COH-06636665,WOLDINGHAM SCHOOL
GB-EDU-125380,GB-COH-00788782,EWELL CASTLE SCHOOL
GB-EDU-125386,GB-COH-00925581,HAZELWOOD SCHOOL
GB-EDU-125387,GB-COH-02072135,LINGFIELD COLLEGE
GB-EDU-125393,GB-COH-04680792,LONGACRE SCHOOL
GB-EDU-125397,GB-COH-02086298,HOE BRIDGE SCHOOL LIMITED
GB-EDU-125399,GB-COH-02035304,GREENFIELD SCHOOL
GB-EDU-125411,GB-COH-00575324,HALLIFORD SCHOOL LIMITED
GB-EDU-125422,GB-COH-03954365,REIGATE GRAMMAR SCHOOL
GB-EDU-125424,GB-COH-10874615,ROYAL GRAMMAR SCHOOL GUILDFORD
GB-EDU-125425,GB-COH-03298142,SIR WILLIAM PERKINS'S SCHOOL
GB-EDU-125427,GB-COH-05410420,CATERHAM SCHOOL
GB-EDU-125770,GB-COH-07485466,ALCESTER GRAMMAR SCHOOL
GB-EDU-126070,GB-COH-07686578,HAZELWICK SCHOOL
GB-EDU-126104,GB-COH-05055346,OAKWOOD SCHOOL
GB-EDU-126107,GB-COH-06232556,CHRIST'S HOSPITAL
GB-EDU-126119,GB-COH-02823749,SLINDON COLLEGE LIMITED
GB-EDU-126122,GB-COH-09038149,THE PREBENDAL SCHOOL
GB-EDU-126137,GB-COH-04476558,WORTH SCHOOL
GB-EDU-126139,GB-COH-00543113,FARNEY CLOSE SCHOOL LIMITED
GB-EDU-126154,GB-COH-05063879,MUNTHAM HOUSE SCHOOL
GB-EDU-126279,GB-COH-08713214,WESTLEA PRIMARY SCHOOL
GB-EDU-126280,GB-COH-08714241,SHAW RIDGE PRIMARY SCHOOL
GB-EDU-126418,GB-COH-08602255,DAUNTSEY ACADEMY PRIMARY SCHOOL
GB-EDU-126461,GB-COH-07660247,HIGHWORTH WARNEFORD SCHOOL
GB-EDU-126462,GB-COH-07990655,THE JOHN OF GAUNT SCHOOL
GB-EDU-126498,GB-COH-07662809,PEWSEY VALE SCHOOL
GB-EDU-126499,GB-COH-07556236,SHELDON SCHOOL
GB-EDU-126504,GB-COH-07696999,ST JOSEPH'S CATHOLIC COLLEGE
GB-EDU-126505,GB-COH-07682819,THE COMMONWEAL SCHOOL
GB-EDU-126509,GB-COH-07344277,HARDENHUISH SCHOOL LIMITED
GB-EDU-126517,GB-COH-06267911,CHAFYN GROVE SCHOOL
GB-EDU-126518,GB-COH-04461932,SALISBURY CATHEDRAL SCHOOL LIMITED
GB-EDU-126522,GB-COH-02990649,WARMINSTER SCHOOL
GB-EDU-126532,GB-COH-05872694,DAUNTSEY'S SCHOOL
GB-EDU-129489,GB-COH-08151601,PARKLANDS HIGH SCHOOL
GB-EDU-129678,GB-COH-01591107,YORK STEINER SCHOOL LIMITED
GB-EDU-130160,GB-COH-07715667,SUMMERCROFT PRIMARY SCHOOL
GB-EDU-130401,GB-COH-05479648,CITY LIT
GB-EDU-130412,GB-COH-02829836,MORLEY COLLEGE LIMITED
GB-EDU-130419,GB-COH-02806910,WORKERS' EDUCATIONAL ASSOCIATION
GB-EDU-130421,GB-COH-10601860,CAPITAL CITY COLLEGE GROUP
GB-EDU-130423,GB-COH-10641164,UNITED COLLEGES GROUP
GB-EDU-130430,GB-COH-10154627,LONDON SOUTH EAST COLLEGES LIMITED
GB-EDU-130495,GB-COH-11198091,BOLTON COLLEGE
GB-EDU-130500,GB-COH-10139143,THE MANCHESTER COLLEGE
GB-EDU-130526,GB-COH-11283876,DONCASTER COLLEGE
GB-EDU-130794,GB-COH-00066196,RUSKIN COLLEGE
GB-EDU-130826,GB-COH-05436271,TASHBAR OF EDGWARE LIMITED
GB-EDU-130828,GB-COH-11090286,GODALMING COLLEGE
GB-EDU-130831,GB-COH-10821223,WOKING COLLEGE
GB-EDU-131055,GB-COH-03143086,THE PRIORS SCHOOL
GB-EDU-131104,GB-COH-07627110,OVERTON GRANGE SCHOOL
GB-EDU-131205,GB-COH-07740516,"ABBEY COLLEGE, RAMSEY"
GB-EDU-131261,GB-COH-11468769,BARNET HILL ACADEMY
GB-EDU-131351,GB-COH-03183775,EDUCARE SMALL SCHOOL LIMITED
GB-EDU-131362,GB-COH-03622628,ST PAUL'S STEINER SCHOOL
GB-EDU-131386,GB-COH-07944253,BLENHEIM HIGH SCHOOL
GB-EDU-131473,GB-COH-07844694,JAMES BRINDLEY SCHOOL
GB-EDU-131532,GB-COH-08658515,REGENCY HIGH SCHOOL
GB-EDU-131548,GB-COH-09872386,MUSCLIFF PRIMARY SCHOOL
GB-EDU-131572,GB-COH-08714452,PEATMOOR COMMUNITY PRIMARY SCHOOL
GB-EDU-131599,GB-COH-07899198,WENTWORTH PRIMARY SCHOOL
GB-EDU-131743,GB-COH-03518506,EMMAUS SCHOOL LTD
GB-EDU-131860,GB-COH-02537501,THE DAVID LEWIS CENTRE
GB-EDU-131872,GB-COH-02909953,EDUCATION AND SERVICES FOR PEOPLE WITH AUTISM LIMITED
GB-EDU-131891,GB-COH-03031713,THE FORTUNE CENTRE OF RIDING THERAPY
GB-EDU-131893,GB-COH-04956068,HOMEFIELD COLLEGE LIMITED
GB-EDU-131904,GB-COH-08517429,LADYGROVE PARK PRIMARY SCHOOL
GB-EDU-131923,GB-COH-01004194,THE MOUNT CAMPHILL COMMUNITY LIMITED
GB-EDU-131959,GB-COH-00408340,PORTLAND COLLEGE
GB-EDU-131963,GB-COH-03387540,QUEEN ALEXANDRA COLLEGE
GB-EDU-132015,GB-COH-11087989,ST ELIZABETH'S CENTRE
GB-EDU-132095,GB-COH-03364291,LANCASTER STEINER SCHOOL LTD
GB-EDU-132099,GB-COH-07341618,PARADISE PRIMARY SCHOOL LIMITED
GB-EDU-132193,GB-COH-07685652,LETHBRIDGE PRIMARY SCHOOL
GB-EDU-132207,GB-COH-08027879,FIRTHMOOR PRIMARY SCHOOL
GB-EDU-132437,GB-COH-SC035577,ARDVRECK SCHOOL LIMITED
GB-EDU-132447,GB-COH-SC014265,MERCHISTON CASTLE SCHOOL
GB-EDU-132743,GB-COH-03618159,VALUES ACADEMY
GB-EDU-132750,GB-COH-12135851,ABU BAKR GIRLS SCHOOL LTD
GB-EDU-133052,GB-COH-00381332,LONDON SCHOOL OF THEOLOGY
GB-EDU-133173,GB-COH-08615826,DERWEN COLLEGE
GB-EDU-133349,GB-COH-06305498,JAMEAH ACADEMY
GB-EDU-133386,GB-COH-04220486,GREIG CITY ACADEMY
GB-EDU-133539,GB-COH-05189339,GREAT OAKS SMALL SCHOOL
GB-EDU-133550,GB-COH-07943378,WOODLAND VIEW PRIMARY SCHOOL
GB-EDU-133553,GB-COH-04311026,TORAH VODAAS LIMITED
GB-EDU-133582,GB-COH-08713217,MILLBROOK PRIMARY SCHOOL
GB-EDU-133603,GB-COH-09103432,GREENFIELDS PRIMARY SCHOOL LTD
