org_id_a,org_id_b,name
GB-EDU-133806,GB-COH-04793659,CANTERBURY CHRIST CHURCH UNIVERSITY
GB-EDU-133811,GB-COH-03079282,UNIVERSITY OF DERBY
GB-EDU-133816,GB-COH-00974438,LONDON METROPOLITAN UNIVERSITY
GB-EDU-133818,GB-COH-06023243,UNIVERSITY OF GLOUCESTERSHIRE
GB-EDU-133826,GB-COH-03285547,LIVERPOOL HOPE UNIVERSITY
GB-EDU-133835,GB-COH-11963500,BISHOP GROSSETESTE UNIVERSITY
GB-EDU-133838,GB-COH-06305220,LEEDS TRINITY UNIVERSITY
GB-EDU-133842,GB-COH-04714889,UNIVERSITY OF MANCHESTER
GB-EDU-133873,GB-COH-00986761,LONDON SOUTH BANK UNIVERSITY
GB-EDU-133876,GB-COH-00986729,UNIVERSITY OF GREENWICH
GB-EDU-133880,GB-COH-05969256,UNIVERSITY OF WINCHESTER
GB-EDU-133884,GB-COH-05161359,ROEHAMPTON UNIVERSITY
GB-EDU-133891,GB-COH-08049710,HARPER ADAMS UNIVERSITY
GB-EDU-133895,GB-COH-05977277,"ST MARY'S UNIVERSITY, TWICKENHAM"
GB-EDU-133910,GB-COH-00070527,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE
GB-EDU-133914,GB-COH-04498683,YORK ST JOHN UNIVERSITY
GB-EDU-133963,GB-COH-09872178,KINGSLEIGH PRIMARY SCHOOL
GB-EDU-133986,GB-COH-08599777,CAWSTON GRANGE PRIMARY SCHOOL
GB-EDU-134095,GB-COH-08693259,SKELTON PRIMARY SCHOOL
GB-EDU-134140,GB-COH-06421563,DARUL ULOOM DAWATUL IMAAN
GB-EDU-134154,GB-COH-04464432,COURTAULD INSTITUTE OF ART
GB-EDU-134280,GB-COH-08424090,ACOCKS GREEN PRIMARY SCHOOL
GB-EDU-134573,GB-COH-05157653,FROM BOYHOOD TO MANHOOD FOUNDATION
GB-EDU-134577,GB-COH-13303555,ZAKARIYA PRIMARY SCHOOL LIMITED
GB-EDU-134634,GB-COH-04305048,STEP BY STEP SCHOOL LIMITED
GB-EDU-134833,GB-COH-02889781,UNDERSHAW EDUCATION TRUST
GB-EDU-135044,GB-COH-07806338,LICKHILL PRIMARY SCHOOL
GB-EDU-135069,GB-COH-08488749,THREE WAYS SCHOOL
GB-EDU-135175,GB-COH-04270330,PARAYHOUSE SCHOOL
GB-EDU-135238,GB-COH-05994505,WARD END COMMUNITY COLLEGE LIMITED
GB-EDU-135264,GB-COH-05144640,ST MATTHEW ACADEMY
GB-EDU-135290,GB-COH-06202969,THE MARSH ACADEMY
GB-EDU-135295,GB-COH-02432546,JOHN CABOT ACADEMY
GB-EDU-135305,GB-COH-06207067,SPIRES ACADEMY
GB-EDU-135314,GB-COH-06162865,ST AIDAN'S CHURCH OF ENGLAND ACADEMY LIMITED
GB-EDU-135393,GB-COH-06188419,HOPE HOUSE SCHOOL LIMITED
GB-EDU-135409,GB-COH-06288947,LONDON CHRISTIAN SCHOOL LTD
GB-EDU-135633,GB-COH-07220595,AIM HABONIM
GB-EDU-135662,GB-COH-06479771,THE HEREFORD ACADEMY
GB-EDU-135735,GB-COH-04158590,INAURA SCHOOL
GB-EDU-135770,GB-COH-08304387,ESSA ACADEMY
GB-EDU-135800,GB-COH-05507547,FASHION RETAIL ACADEMY
GB-EDU-135818,GB-COH-06268570,CASTLE VIEW ENTERPRISE ACADEMY
GB-EDU-135870,GB-COH-08246313,RICKLEY PARK PRIMARY SCHOOL
GB-EDU-135875,GB-COH-06735003,MANCHESTER HEALTH ACADEMY
GB-EDU-135879,GB-COH-06745367,THE AYLESBURY VALE ACADEMY
GB-EDU-135882,GB-COH-08291293,THE WISDOM ACADEMY LTD
GB-EDU-135904,GB-COH-06934137,CITY ACADEMY NORWICH
GB-EDU-135948,GB-COH-00241676,MANCHESTER SETTLEMENT
GB-EDU-135971,GB-COH-06988928,PARK HALL ACADEMY
GB-EDU-136016,GB-COH-06831538,"ALL SAINTS' ACADEMY, CHELTENHAM"
GB-EDU-136125,GB-COH-07148158,THE BOURNE ACADEMY
GB-EDU-136141,GB-COH-07103919,THE SUTTON ACADEMY
GB-EDU-136175,GB-COH-07208598,DOVER CHRIST CHURCH ACADEMY
GB-EDU-136210,GB-COH-07118802,FITRAH SIPS
GB-EDU-136213,GB-COH-07310176,HARBORNE ACADEMY
GB-EDU-136231,GB-COH-07236388,BNOS BEIS YAAKOV PRIMARY SCHOOL LIMITED
GB-EDU-136258,GB-COH-07167919,BAHR ACADEMY
GB-EDU-136267,GB-COH-07346826,CHADWELL HEATH ACADEMY
GB-EDU-136275,GB-COH-07324340,THE PREMIER ACADEMY LIMITED
GB-EDU-136276,GB-COH-07348288,WATFORD GRAMMAR SCHOOL FOR BOYS
GB-EDU-136285,GB-COH-07343156,SEATON ACADEMY
GB-EDU-136289,GB-COH-07348254,WATFORD GRAMMAR SCHOOL FOR GIRLS
GB-EDU-136294,GB-COH-07341553,HUISH EPISCOPI ACADEMY
GB-EDU-136296,GB-COH-07344277,HARDENHUISH SCHOOL LIMITED
GB-EDU-136299,GB-COH-07333885,NORTHAMPTON SCHOOL FOR BOYS
GB-EDU-136303,GB-COH-07380068,PARK HALL INFANT ACADEMY
GB-EDU-136306,GB-COH-07331954,SIR THOMAS RICH'S SCHOOL
GB-EDU-136307,GB-COH-07398941,HIGHDOWN SCHOOL AND SIXTH FORM CENTRE
GB-EDU-136316,GB-COH-07400940,FOREST ACADEMY
GB-EDU-136317,GB-COH-07401373,SANDWICH TECHNOLOGY SCHOOL
GB-EDU-136321,GB-COH-07394671,TORQUAY BOYS' GRAMMAR SCHOOL
GB-EDU-136327,GB-COH-07380398,KINGSMEAD SCHOOL
GB-EDU-136329,GB-COH-07416734,GURU NANAK SIKH ACADEMY LIMITED
GB-EDU-136332,GB-COH-07330691,CROSSHALL INFANT SCHOOL ACADEMY TRUST
GB-EDU-136334,GB-COH-07379768,BETHS GRAMMAR SCHOOL
GB-EDU-136340,GB-COH-07404747,SANDBACH HIGH SCHOOL AND SIXTH FORM COLLEGE
GB-EDU-136350,GB-COH-07330058,CAISTOR GRAMMAR SCHOOL
GB-EDU-136353,GB-COH-07369704,PATE'S GRAMMAR SCHOOL
GB-EDU-136355,GB-COH-07393519,DARRICK WOOD SCHOOL
GB-EDU-136359,GB-COH-07406122,DARTFORD GRAMMAR SCHOOL
GB-EDU-136369,GB-COH-07455732,BEXLEY GRAMMAR SCHOOL
GB-EDU-136376,GB-COH-07411759,PARK ROAD ACADEMY PRIMARY SCHOOL
GB-EDU-136377,GB-COH-07458631,WELLINGTON SCHOOL
GB-EDU-136381,GB-COH-07441463,LANCASTER GIRLS' GRAMMAR SCHOOL
GB-EDU-136382,GB-COH-07455452,CHATHAM & CLARENDON GRAMMAR SCHOOL
GB-EDU-136383,GB-COH-07459742,BODMIN COLLEGE
GB-EDU-136386,GB-COH-07465520,WHITBURN CHURCH OF ENGLAND ACADEMY
GB-EDU-136387,GB-COH-07451781,THE OCKENDON ACADEMY
GB-EDU-136390,GB-COH-07461173,CLITHEROE ROYAL GRAMMAR SCHOOL
GB-EDU-136391,GB-COH-07451741,SOUTH WILTS GRAMMAR SCHOOL
GB-EDU-136395,GB-COH-07458484,LEVER EDGE PRIMARY ACADEMY
GB-EDU-136396,GB-COH-07447497,THE BROXBOURNE SCHOOL
GB-EDU-136412,GB-COH-07445392,CHELMSFORD COUNTY HIGH SCHOOL FOR GIRLS
GB-EDU-136413,GB-COH-07470621,HILLYFIELD PRIMARY ACADEMY
GB-EDU-136416,GB-COH-07467445,DEBENHAM HIGH SCHOOL
GB-EDU-136417,GB-COH-07455728,TONBRIDGE GRAMMAR SCHOOL
GB-EDU-136419,GB-COH-07451811,DR CHALLONER'S GRAMMAR SCHOOL
GB-EDU-136441,GB-COH-07477728,THE FLITCH GREEN ACADEMY
GB-EDU-136448,GB-COH-07494754,KENDRICK SCHOOL
GB-EDU-136449,GB-COH-07475515,READING SCHOOL
GB-EDU-136465,GB-COH-07498923,HERNE BAY HIGH SCHOOL
GB-EDU-136467,GB-COH-07527090,CHISLEHURST SCHOOL FOR GIRLS
GB-EDU-136483,GB-COH-07495165,OLDFIELD SCHOOL
GB-EDU-136492,GB-COH-07530497,BRADWORTHY PRIMARY ACADEMY
GB-EDU-136498,GB-COH-07538380,SALE GRAMMAR SCHOOL
GB-EDU-136500,GB-COH-07525856,BISHOP WORDSWORTH'S CHURCH OF ENGLAND GRAMMAR SCHOOL
GB-EDU-136501,GB-COH-07539918,SIR ROGER MANWOOD'S SCHOOL
GB-EDU-136505,GB-COH-07524069,THE ECCLESBOURNE SCHOOL
GB-EDU-136510,GB-COH-07116724,NORTHLEIGH HOUSE SCHOOL LTD
GB-EDU-136519,GB-COH-07557791,HAYDON SCHOOL
GB-EDU-136521,GB-COH-07536795,LANGLEY GRAMMAR SCHOOL
GB-EDU-136522,GB-COH-07559818,CRANFORD COMMUNITY COLLEGE
GB-EDU-136529,GB-COH-07545019,SUNBURY MANOR SCHOOL
GB-EDU-136539,GB-COH-07556185,EATON BRAY ACADEMY
GB-EDU-136542,GB-COH-07566298,HARTWELL PRIMARY SCHOOL
GB-EDU-136543,GB-COH-07570395,THE BISHOPS' BLUE COAT CHURCH OF ENGLAND HIGH SCHOOL
GB-EDU-136554,GB-COH-07559285,DAME ALICE OWEN'S SCHOOL
GB-EDU-136556,GB-COH-07561356,PLYMPTON ACADEMY
GB-EDU-136559,GB-COH-07566436,REDBORNE UPPER SCHOOL AND COMMUNITY COLLEGE
GB-EDU-136560,GB-COH-07566455,WOODLAND MIDDLE SCHOOL ACADEMY
GB-EDU-136567,GB-COH-07557657,PENAIR SCHOOL
GB-EDU-136578,GB-COH-07489196,THE CRYPT SCHOOL
GB-EDU-136588,GB-COH-07556657,DEVONPORT HIGH SCHOOL FOR GIRLS
GB-EDU-136589,GB-COH-07523506,BARTLEY GREEN SCHOOL
GB-EDU-136590,GB-COH-07563329,KINGS NORTON GIRLS' SCHOOL
GB-EDU-136593,GB-COH-07511610,FAIRFIELD HIGH SCHOOL FOR GIRLS
GB-EDU-136600,GB-COH-07547060,THE COOPERS' COMPANY AND COBORN SCHOOL
GB-EDU-136602,GB-COH-07566505,ST MARGARET'S ACADEMY
GB-EDU-136605,GB-COH-07552735,WILLIAM DE FERRERS SCHOOL
GB-EDU-136606,GB-COH-07563361,RICKMANSWORTH SCHOOL
GB-EDU-136608,GB-COH-07552786,THE KNIGHTS TEMPLAR SCHOOL
GB-EDU-136612,GB-COH-07554085,EXMOUTH COMMUNITY COLLEGE
GB-EDU-136614,GB-COH-07525178,POOL ACADEMY
GB-EDU-136615,GB-COH-07538459,THE TIFFIN GIRLS' SCHOOL
GB-EDU-136616,GB-COH-07538389,WOOD GREEN ACADEMY
GB-EDU-136621,GB-COH-07536970,WILSON'S SCHOOL
GB-EDU-136622,GB-COH-07485466,ALCESTER GRAMMAR SCHOOL
GB-EDU-136623,GB-COH-07550474,CHOSEN HILL SCHOOL
GB-EDU-136625,GB-COH-07540256,DAVENANT FOUNDATION SCHOOL
GB-EDU-136629,GB-COH-07556159,UPPINGHAM COMMUNITY COLLEGE
GB-EDU-136631,GB-COH-07570315,SWAKELEYS SCHOOL FOR GIRLS
GB-EDU-136632,GB-COH-07556236,SHELDON SCHOOL
GB-EDU-136634,GB-COH-07560177,WEST PARK SCHOOL
GB-EDU-136639,GB-COH-07547023,KINGSMEAD ACADEMY
GB-EDU-136640,GB-COH-07560175,THE MOUNTBATTEN SCHOOL
GB-EDU-136641,GB-COH-07561488,FREEMANTLE CHURCH OF ENGLAND COMMUNITY ACADEMY
GB-EDU-136642,GB-COH-07563345,"KING EDWARD VI GRAMMAR SCHOOL, CHELMSFORD"
GB-EDU-136648,GB-COH-07548734,HAYES SCHOOL
GB-EDU-136653,GB-COH-07531756,ALDERMAN JACOBS SCHOOL
GB-EDU-136658,GB-COH-07552702,EAST BARNET SCHOOL
GB-EDU-136666,GB-COH-07538730,DENMARK ROAD HIGH SCHOOL
GB-EDU-136672,GB-COH-07547393,THE HAYFIELD SCHOOL
GB-EDU-136717,GB-COH-07604183,HODGSON ACADEMY
GB-EDU-136719,GB-COH-07596997,THE BURGATE SCHOOL AND SIXTH FORM
GB-EDU-136725,GB-COH-07524244,CHELTENHAM BOURNSIDE SCHOOL AND SIXTH FORM CENTRE
GB-EDU-136727,GB-COH-07584611,OAKWOOD PARK GRAMMAR SCHOOL
GB-EDU-136732,GB-COH-07584063,QUEEN ELIZABETH GRAMMAR SCHOOL PENRITH
GB-EDU-136734,GB-COH-07601846,BUTTSBURY JUNIOR SCHOOL
GB-EDU-136742,GB-COH-07469330,LANCASTER ROYAL GRAMMAR SCHOOL
GB-EDU-136756,GB-COH-07627110,OVERTON GRANGE SCHOOL
GB-EDU-136763,GB-COH-07631213,HIGHCLIFFE SCHOOL
GB-EDU-136764,GB-COH-07606409,WINCHCOMBE SCHOOL
GB-EDU-136771,GB-COH-07638999,JOHN HAMPDEN GRAMMAR SCHOOL
GB-EDU-136772,GB-COH-07633215,CLEEVE SCHOOL
GB-EDU-136782,GB-COH-07605059,THOMAS MILLS HIGH SCHOOL
GB-EDU-136789,GB-COH-07635448,WALLINGTON HIGH SCHOOL FOR GIRLS
GB-EDU-136790,GB-COH-07534695,FOSSE WAY ACADEMY LTD
GB-EDU-136799,GB-COH-07635432,CARSHALTON BOYS SPORTS COLLEGE
GB-EDU-136807,GB-COH-07451568,ST LUKE'S CHURCH OF ENGLAND SCHOOL
GB-EDU-136821,GB-COH-07408229,THE FREE SCHOOL NORWICH
GB-EDU-136828,GB-COH-07657277,COLLINGWOOD COLLEGE
GB-EDU-136829,GB-COH-07670723,ARNOLD ACADEMY
GB-EDU-136831,GB-COH-07652476,TREWIRGIE JUNIOR SCHOOL
GB-EDU-136836,GB-COH-07658688,REID STREET PRIMARY SCHOOL
GB-EDU-136840,GB-COH-07657794,WHITLEY ACADEMY
GB-EDU-136846,GB-COH-07633357,AYLESBURY HIGH SCHOOL
GB-EDU-136849,GB-COH-07662809,PEWSEY VALE SCHOOL
GB-EDU-136850,GB-COH-07666111,POOLE GRAMMAR SCHOOL
GB-EDU-136851,GB-COH-07660968,BISHOP FOX'S SCHOOL
GB-EDU-136852,GB-COH-07654298,PENRYN COLLEGE
GB-EDU-136855,GB-COH-07610916,MOULSHAM INFANT SCHOOL
GB-EDU-136858,GB-COH-07633379,THE HIGHCREST ACADEMY
GB-EDU-136860,GB-COH-07660247,HIGHWORTH WARNEFORD SCHOOL
GB-EDU-136868,GB-COH-07633375,THE KING EDMUND SCHOOL
GB-EDU-136871,GB-COH-07657605,NORTH KESTEVEN ACADEMY
GB-EDU-136874,GB-COH-07657741,STROUD HIGH SCHOOL
GB-EDU-136880,GB-COH-07661205,THE HOLT SCHOOL
GB-EDU-136884,GB-COH-07538386,AYLESBURY GRAMMAR SCHOOL
GB-EDU-136890,GB-COH-07634426,CHRISTOPHER WHITEHEAD LANGUAGE COLLEGE
GB-EDU-136895,GB-COH-07652792,THE OLDERSHAW SCHOOL
GB-EDU-136896,GB-COH-07664288,ROSSETT SCHOOL
GB-EDU-136897,GB-COH-07657852,THE CHANTRY SCHOOL
GB-EDU-136899,GB-COH-07662765,PARMITER'S SCHOOL
GB-EDU-136900,GB-COH-07671404,ST WILFRID'S CHURCH OF ENGLAND ACADEMY
GB-EDU-136904,GB-COH-07662023,GREAT BADDOW HIGH SCHOOL
GB-EDU-136909,GB-COH-07654164,HEART OF ENGLAND SCHOOL
GB-EDU-136910,GB-COH-07547311,TIFFIN SCHOOL
GB-EDU-136915,GB-COH-07645774,WARREN ROAD PRIMARY SCHOOL
GB-EDU-136927,GB-COH-07666185,DROITWICH SPA HIGH SCHOOL AND SIXTH FORM CENTRE
GB-EDU-136944,GB-COH-06832416,BIRMINGHAM ORMISTON ACADEMY
GB-EDU-136958,GB-COH-07680513,CAISTOR YARBOROUGH ACADEMY LIMITED
GB-EDU-136959,GB-COH-07694080,THE CHEADLE ACADEMY
GB-EDU-136960,GB-COH-07680770,CHIPPING CAMPDEN SCHOOL
GB-EDU-136964,GB-COH-07690054,GREAT MARLOW SCHOOL
GB-EDU-136975,GB-COH-07660690,SIGNHILLS ACADEMY LIMITED
GB-EDU-136978,GB-COH-07710532,STRATFORD SCHOOL ACADEMY
GB-EDU-136980,GB-COH-07696999,ST JOSEPH'S CATHOLIC COLLEGE
GB-EDU-136981,GB-COH-07696905,HOLY CROSS CATHOLIC PRIMARY SCHOOL
GB-EDU-136994,GB-COH-07687619,ALDERBROOK SCHOOL
GB-EDU-136995,GB-COH-07688240,BEVERLEY GRAMMAR SCHOOL
GB-EDU-136996,GB-COH-07703931,BOURNEMOUTH SCHOOL FOR GIRLS
GB-EDU-136999,GB-COH-07689749,CHARLTON KINGS INFANTS' SCHOOL
GB-EDU-137002,GB-COH-07686458,FREMAN COLLEGE
GB-EDU-137007,GB-COH-07693853,LANGLEY SCHOOL
GB-EDU-137008,GB-COH-07687663,LODE HEATH SCHOOL
GB-EDU-137020,GB-COH-07697027,WEST HILL SCHOOL
GB-EDU-137028,GB-COH-07690023,NOWER HILL HIGH SCHOOL
GB-EDU-137029,GB-COH-07684902,SOUTH BENFLEET PRIMARY SCHOOL
GB-EDU-137033,GB-COH-07696921,KATHARINE LADY BERKELEY'S SCHOOL
GB-EDU-137034,GB-COH-07698296,HOLYHEAD SCHOOL
GB-EDU-137040,GB-COH-07693827,THE CAMPION SCHOOL
GB-EDU-137048,GB-COH-07692668,MAYFLOWER HIGH SCHOOL
GB-EDU-137051,GB-COH-07694547,NUNNERY WOOD HIGH SCHOOL
GB-EDU-137052,GB-COH-07647327,OUSEDALE SCHOOL
GB-EDU-137059,GB-COH-07698037,THOMAS KEBLE SCHOOL
GB-EDU-137060,GB-COH-07700838,TOLWORTH GIRLS' SCHOOL AND SIXTH FORM
GB-EDU-137062,GB-COH-07669263,WESTBURY-ON-TRYM CHURCH OF ENGLAND ACADEMY
GB-EDU-137074,GB-COH-07697045,HOLY ROOD CATHOLIC PRIMARY SCHOOL
GB-EDU-137075,GB-COH-07689613,PARK HIGH SCHOOL
GB-EDU-137086,GB-COH-07698789,BISHOP STOPFORD SCHOOL
GB-EDU-137092,GB-COH-07692440,DISS HIGH SCHOOL
GB-EDU-137094,GB-COH-07697044,ENFIELD GRAMMAR SCHOOL
GB-EDU-137097,GB-COH-07707979,FARMOR'S SCHOOL
GB-EDU-137107,GB-COH-07715613,KIRKBY STEPHEN GRAMMAR SCHOOL
GB-EDU-137110,GB-COH-07695624,LONGDEAN SCHOOL
GB-EDU-137125,GB-COH-07693860,NOADSWOOD SCHOOL
GB-EDU-137127,GB-COH-07713512,PARBOLD DOUGLAS CHURCH OF ENGLAND ACADEMY
GB-EDU-137129,GB-COH-07695684,PRIESTLANDS SCHOOL
GB-EDU-137130,GB-COH-07672980,PRENTON HIGH SCHOOL FOR GIRLS
GB-EDU-137135,GB-COH-07690250,SIR ROBERT PATTINSON ACADEMY
GB-EDU-137157,GB-COH-07700776,THE LONDON ORATORY SCHOOL
GB-EDU-137168,GB-COH-07685796,ROOKERY SCHOOL
GB-EDU-137169,GB-COH-07700206,VANDYKE UPPER SCHOOL
GB-EDU-137171,GB-COH-07695736,WIRRAL GRAMMAR SCHOOL FOR GIRLS
GB-EDU-137172,GB-COH-07700251,ALCESTER ACADEMY
GB-EDU-137173,GB-COH-07698978,CHURCHDOWN VILLAGE INFANT SCHOOL
GB-EDU-137175,GB-COH-07700773,TATWORTH PRIMARY SCHOOL
GB-EDU-137177,GB-COH-07695709,HARROW HIGH SCHOOL
GB-EDU-137181,GB-COH-07024902,THE UCL ACADEMY
GB-EDU-137190,GB-COH-07682819,THE COMMONWEAL SCHOOL
GB-EDU-137191,GB-COH-07685652,LETHBRIDGE PRIMARY SCHOOL
GB-EDU-137199,GB-COH-07694362,CANONS HIGH SCHOOL
GB-EDU-137204,GB-COH-07690395,HATCH END HIGH SCHOOL
GB-EDU-137207,GB-COH-07649769,GOTHERINGTON PRIMARY SCHOOL
GB-EDU-137208,GB-COH-07654882,HOLBROOK ACADEMY
GB-EDU-137209,GB-COH-07654273,WEST COVENTRY ACADEMY
GB-EDU-137215,GB-COH-07693365,THE CHALFONTS COMMUNITY COLLEGE
GB-EDU-137217,GB-COH-07686390,CIRENCESTER KINGSHILL SCHOOL
GB-EDU-137219,GB-COH-07694530,DR CHALLONER'S HIGH SCHOOL
GB-EDU-137224,GB-COH-07695796,MOUNT GRACE SCHOOL
GB-EDU-137229,GB-COH-07687770,HOUNSDOWN SCHOOL
GB-EDU-137231,GB-COH-07687583,LIGHT HALL SCHOOL
GB-EDU-137233,GB-COH-07693743,SACRED HEART OF MARY GIRLS' SCHOOL
GB-EDU-137235,GB-COH-07646003,STRATFORD GIRLS' GRAMMAR SCHOOL
GB-EDU-137237,GB-COH-07686145,THAMESMEAD SCHOOL
GB-EDU-137241,GB-COH-07694325,THURSTABLE SCHOOL SPORTS COLLEGE AND SIXTH FORM CENTRE
GB-EDU-137243,GB-COH-07697158,WEST KIRBY GRAMMAR SCHOOL
GB-EDU-137246,GB-COH-07686371,THE ROBERT DRAKE PRIMARY SCHOOL
GB-EDU-137247,GB-COH-07687947,JOTMANS HALL PRIMARY SCHOOL
GB-EDU-137249,GB-COH-07681848,ALAMEDA MIDDLE SCHOOL
GB-EDU-137251,GB-COH-07698461,APPLEBY GRAMMAR SCHOOL
GB-EDU-137254,GB-COH-07680823,CALDEW SCHOOL
GB-EDU-137260,GB-COH-07696117,CHELMER VALLEY HIGH SCHOOL
GB-EDU-137261,GB-COH-07633408,JOHN COLET SCHOOL
GB-EDU-137263,GB-COH-07686578,HAZELWICK SCHOOL
GB-EDU-137266,GB-COH-07691867,CHARLTON KINGS JUNIOR SCHOOL
GB-EDU-137285,GB-COH-07706776,THE BLUE SCHOOL
GB-EDU-137286,GB-COH-07724780,MONTACUTE SCHOOL
GB-EDU-137288,GB-COH-07697117,HITCHIN GIRLS' SCHOOL
GB-EDU-137295,GB-COH-07712850,CORPUS CHRISTI CATHOLIC PRIMARY SCHOOL
GB-EDU-137297,GB-COH-07695504,BIRKDALE HIGH SCHOOL
GB-EDU-137298,GB-COH-07705465,SEVERN VALE SCHOOL
GB-EDU-137299,GB-COH-07718002,RICHARD CHALLONER SCHOOL
GB-EDU-137303,GB-COH-07718480,INDEPENDENT JEWISH DAY SCHOOL
GB-EDU-137309,GB-COH-07716057,THE KING DAVID HIGH SCHOOL
GB-EDU-137312,GB-COH-07697023,ST BERNARD'S HIGH SCHOOL
GB-EDU-137313,GB-COH-07698729,SEXEY'S SCHOOL
GB-EDU-137315,GB-COH-07703800,TESTWOOD SCHOOL
GB-EDU-137335,GB-COH-07705402,AUCKLEY SCHOOL
GB-EDU-137336,GB-COH-07721594,THE CORBET SCHOOL
GB-EDU-137340,GB-COH-07718680,CASTERTON COLLEGE RUTLAND
GB-EDU-137341,GB-COH-07717189,SCOUT ROAD ACADEMY
GB-EDU-137343,GB-COH-07662135,AMERSHAM SCHOOL
GB-EDU-137346,GB-COH-07744525,HILLCREST SCHOOL AND SIXTH FORM CENTRE
GB-EDU-137348,GB-COH-07730938,GREAT SMEATON ACADEMY PRIMARY SCHOOL
GB-EDU-137351,GB-COH-07715667,SUMMERCROFT PRIMARY SCHOOL
GB-EDU-137354,GB-COH-07734360,NORTHGATE SCHOOL ARTS COLLEGE
GB-EDU-137355,GB-COH-07743646,WADDESDON CHURCH OF ENGLAND SCHOOL
GB-EDU-137361,GB-COH-07697281,WHITEFIELD SCHOOL
GB-EDU-137363,GB-COH-07714867,CAMBRIDGE PARK ACADEMY LIMITED
GB-EDU-137368,GB-COH-07654127,HURSTMERE SCHOOL
GB-EDU-137377,GB-COH-07740516,"ABBEY COLLEGE, RAMSEY"
GB-EDU-137382,GB-COH-07735863,WYEDEAN SCHOOL AND SIXTH FORM CENTRE
GB-EDU-137384,GB-COH-07727974,CANNOCK CHASE HIGH SCHOOL
GB-EDU-137385,GB-COH-05264900,GUST INDEPENDENT SCHOOL LTD
GB-EDU-137386,GB-COH-07713287,MILL HILL COUNTY HIGH SCHOOL
GB-EDU-137388,GB-COH-07714167,CHRIST'S COLLEGE FINCHLEY
GB-EDU-137391,GB-COH-07733200,BURNLEY ROAD ACADEMY
GB-EDU-137397,GB-COH-07725629,SHELDWICH PRIMARY SCHOOL
GB-EDU-137401,GB-COH-07671486,WOODBROOK VALE SCHOOL
GB-EDU-137414,GB-COH-07726858,EMERSON PARK ACADEMY
GB-EDU-137418,GB-COH-07737159,THE URSULINE ACADEMY ILFORD
